Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL42,OUT027,6307.898005
FDR21,OUT045,3004.55098
NCW29,OUT035,2334.843022
FDO11,OUT013,4124.719976
NCM31,OUT049,2417.764204
FDV35,OUT019,340.1889846
FDF58,OUT017,1012.618455
NCE43,OUT049,2925.635362
FDA02,OUT035,2407.584759
DRL37,OUT010,103.9035535
FDR24,OUT018,1157.327309
FDW59,OUT049,1325.239661
FDS22,OUT049,744.1249088
FDW24,OUT017,822.1597034
FDU24,OUT035,1517.85085
FDA21,OUT027,5005.329437
FDH58,OUT027,3090.15591
FDW36,OUT018,1350.842862
FDI45,OUT027,4775.502729
FDU01,OUT018,2692.255148
FDF35,OUT027,2847.440344
FDU43,OUT019,685.6416572
FDE24,OUT019,323.1673145
FDK50,OUT049,2800.402894
FDG31,OUT045,876.0923267
FDC60,OUT045,1453.690757
FDL36,OUT013,1448.401446
FDP21,OUT013,3078.589637
FDW16,OUT045,1360.528442
FDX02,OUT017,3660.643644
FDQ58,OUT027,4171.720175
FDT51,OUT046,1857.416253
FDD59,OUT049,1317.68751
NCM42,OUT018,1408.451276
FDA57,OUT018,635.7334532
FDZ48,OUT035,1849.833482
FDE46,OUT045,2404.392549
NCZ30,OUT019,297.0745233
FDB56,OUT017,3311.093164
FDA25,OUT027,2593.807858
FDD20,OUT013,2163.026831
FDL25,OUT013,1296.09083
NCO18,OUT049,3101.417107
FDJ45,OUT017,784.1891611
FDR12,OUT035,3092.491451
NCF19,OUT010,115.2997103
FDK25,OUT046,2647.408186
NCR17,OUT046,1863.707779
FDC52,OUT046,2690.949681
NCA54,OUT017,3107.878444
FDR45,OUT010,625.0654865
NCM19,OUT049,1872.344035
FDF39,OUT027,6958.854126
FDX23,OUT049,1532.618254
FDD58,OUT027,2610.524821
FDX28,OUT013,1576.286782
NCD31,OUT013,2853.950336
FDU57,OUT018,2067.637516
FDI27,OUT046,785.2175476
NCM42,OUT046,1660.124611
FDD32,OUT027,2104.591931
FDI34,OUT013,3687.203072
NCM29,OUT049,2167.362253
FDG46,OUT018,1532.928585
DRC01,OUT010,129.5282008
FDB15,OUT027,6760.212746
NCA17,OUT027,3967.423885
FDF10,OUT046,2225.089566
FDR26,OUT027,5024.01921
FDI02,OUT049,1837.999937
NCM54,OUT010,273.2215304
FDF14,OUT013,2436.135922
FDJ33,OUT010,288.0082141
FDM20,OUT035,4121.25417
FDC03,OUT027,5492.012113
NCX05,OUT046,1795.428245
NCM41,OUT027,2378.346196
NCU29,OUT010,370.6655149
FDQ59,OUT017,1603.816122
FDH46,OUT010,269.1547426
FDH09,OUT013,817.1953573
NCD06,OUT045,768.0016612
FDC15,OUT035,2480.342749
DRD37,OUT027,1305.105208
FDT28,OUT027,3993.700833
FDR28,OUT027,4371.755634
FDT38,OUT017,1216.568695
FDV34,OUT027,1925.418409
FDY52,OUT035,1072.424314
FDB34,OUT013,1378.466951
DRL23,OUT018,1403.635635
DRB24,OUT046,2437.491523
FDJ50,OUT046,976.8836024
FDQ49,OUT035,2735.869147
FDP20,OUT035,2114.303073
FDV19,OUT027,4412.413325
NCR54,OUT045,3295.233778
FDO09,OUT010,638.0170906
FDS57,OUT018,2145.649233
FDN10,OUT049,1917.779757
FDV23,OUT049,2100.200597
FDY28,OUT049,3622.064185
DRG51,OUT013,2992.293053
FDD45,OUT019,221.0849313
NCL18,OUT027,5153.48665
NCM29,OUT013,2105.826112
FDF17,OUT027,5185.05909
FDE22,OUT017,2789.908027
FDQ22,OUT017,670.0476395
FDS01,OUT013,2975.839785
FDW35,OUT027,1253.635355
FDJ33,OUT046,2208.872193
NCF54,OUT035,2935.690578
FDE09,OUT013,1809.368642
NCE06,OUT045,2378.370484
DRH49,OUT049,1141.469441
FDY43,OUT045,2825.187444
NCT05,OUT017,4421.887795
FDZ34,OUT045,2913.304238
FDL38,OUT017,1661.39347
FDZ31,OUT017,3174.561371
FDR14,OUT035,825.2757936
NCN54,OUT049,1140.7206
NCC42,OUT027,3688.354615
FDK08,OUT017,1678.224368
FDP59,OUT013,1411.951166
FDV22,OUT035,2860.355089
FDD33,OUT035,3810.646013
DRE60,OUT027,6022.851723
FDK52,OUT046,3576.508394
FDA02,OUT017,2424.995573
FDM56,OUT049,1697.804649
FDE57,OUT035,2358.723567
FDM32,OUT045,1349.354856
NCQ30,OUT027,3261.827242
FDQ27,OUT027,2741.1955
FDT60,OUT027,3347.511748
FDU43,OUT049,4099.28316
NCO55,OUT035,1801.575316
FDG02,OUT045,3011.447698
FDJ28,OUT013,3267.092612
FDP40,OUT045,1939.319097
FDJ38,OUT045,3140.574107
NCC54,OUT017,3913.502131
NCZ41,OUT046,1970.890112
FDK38,OUT019,379.3752712
FDU52,OUT013,2601.037624
FDC40,OUT046,1045.053608
NCR30,OUT017,1148.54611
NCN18,OUT017,1616.790207
FDB50,OUT035,1396.782914
FDG04,OUT013,3243.468886
FDR26,OUT035,3173.202896
NCT17,OUT018,2542.100675
FDX35,OUT027,5207.146744
FDS12,OUT046,1729.615689
NCZ29,OUT027,3322.482826
FDB38,OUT010,441.3369205
FDP12,OUT013,613.3880474
FDP22,OUT046,845.6252132
FDS26,OUT018,3803.804655
FDR52,OUT046,3271.799357
DRJ13,OUT046,2437.556527
FDU48,OUT027,3516.69828
FDE29,OUT035,1024.070474
NCT29,OUT049,2015.837153
DRK37,OUT018,2555.734777
FDK55,OUT046,1219.498811
FDR07,OUT046,1312.027923
FDO21,OUT027,5847.554068
FDK46,OUT049,4313.177573
FDB12,OUT045,1549.806843
FDT31,OUT027,5189.819629
FDJ33,OUT045,1937.883934
FDC26,OUT027,2897.822688
NCQ02,OUT045,3026.333969
FDP08,OUT010,469.8707453
FDB11,OUT027,5204.783791
FDV55,OUT013,2537.757669
FDW20,OUT049,1909.304334
NCJ18,OUT019,257.6197194
FDC41,OUT018,1084.18375
FDE14,OUT027,2480.696278
FDG35,OUT013,2668.700505
FDF45,OUT035,884.4638277
FDS19,OUT027,2026.693639
FDS58,OUT019,472.9085264
FDA26,OUT017,3784.457512
FDM32,OUT049,1270.768639
FDL45,OUT046,1998.461402
FDZ55,OUT049,2784.660682
FDY37,OUT049,2391.526471
FDO46,OUT046,3246.661052
FDQ60,OUT046,2153.271463
FDA19,OUT018,1704.921165
FDL15,OUT046,2351.261442
FDM10,OUT018,3183.59201
NCL05,OUT017,772.4882834
DRK49,OUT010,100.4286511
NCE18,OUT027,6456.12688
FDG40,OUT049,669.2446205
DRI59,OUT045,3369.047384
FDK28,OUT035,4220.377265
NCD06,OUT019,145.3886651
FDO11,OUT019,809.674621
FDK27,OUT046,1844.712262
FDT43,OUT027,1378.491802
FDD38,OUT018,1378.778142
FDA16,OUT049,3778.655861
FDL14,OUT027,3820.127214
NCM17,OUT049,814.1905788
FDD20,OUT045,1835.563788
FDA40,OUT045,1354.622832
FDL43,OUT045,1063.833668
FDV15,OUT045,1540.608187
FDE52,OUT046,1474.131556
NCL17,OUT010,337.594803
NCJ31,OUT045,3596.542542
FDR60,OUT045,1200.754556
NCA18,OUT035,1860.244884
FDS21,OUT027,1651.893684
FDW09,OUT035,1307.154025
FDL26,OUT035,2788.991865
FDS47,OUT018,1347.908391
FDC39,OUT046,2810.265859
FDT51,OUT035,1835.343515
FDK40,OUT035,4414.689203
NCG19,OUT045,3696.792108
FDZ07,OUT046,913.4387119
FDF08,OUT027,2333.901843
FDO04,OUT013,903.3751781
FDK41,OUT018,1199.29278
FDP15,OUT049,4236.374485
NCD43,OUT018,1356.020078
NCP18,OUT013,2559.220054
FDZ51,OUT046,1526.080859
DRH13,OUT035,1680.141331
FDF38,OUT045,761.9583956
NCI43,OUT045,787.09728
FDM38,OUT027,1462.59169
FDS03,OUT013,1051.394266
DRJ47,OUT017,3027.610242
FDT50,OUT010,210.8987103
FDV02,OUT046,2570.776398
NCG18,OUT017,1636.191336
FDW52,OUT046,2822.022792
FDS40,OUT035,680.7754687
FDN31,OUT017,3078.828752
FDA37,OUT045,2005.082369
FDA15,OUT046,3937.90419
FDL39,OUT046,2814.363541
FDJ53,OUT045,1846.977429
FDX22,OUT013,3504.585319
NCZ42,OUT045,3704.835613
FDD56,OUT027,4873.707248
FDD40,OUT017,3380.06844
FDS50,OUT013,4130.627523
NCN14,OUT013,3017.094395
FDT15,OUT013,3013.921048
NCS18,OUT027,2856.433047
NCO26,OUT010,234.3444857
FDF58,OUT018,793.0207318
NCB19,OUT013,1381.001606
FDH26,OUT017,2646.370377
DRB24,OUT027,4257.309551
FDA49,OUT018,1208.843729
FDB32,OUT045,1469.535358
FDI36,OUT017,3712.175693
NCA17,OUT010,351.1681335
FDH22,OUT013,2006.88326
NCM26,OUT018,2164.965183
FDT15,OUT027,5107.402285
FDB16,OUT018,1035.84535
NCP54,OUT027,3322.461861
FDJ36,OUT013,1434.077144
FDO28,OUT045,1784.271948
FDU09,OUT013,803.0635932
FDF29,OUT017,2358.724389
FDY08,OUT013,2094.561892
DRJ59,OUT018,600.5662826
FDT23,OUT027,1952.027673
FDU15,OUT018,520.7274165
FDT47,OUT013,1354.034702
FDI53,OUT019,503.3005069
FDR59,OUT018,3600.310233
FDD53,OUT035,720.3512585
FDY51,OUT017,3500.682916
FDT04,OUT049,714.5443644
FDU51,OUT049,2966.807548
FDG14,OUT035,2814.264921
NCU06,OUT045,3769.017827
DRG25,OUT046,3010.025581
DRH49,OUT035,1280.07597
FDN15,OUT035,2274.06757
FDL43,OUT018,917.5406128
NCT18,OUT049,3171.478904
NCB31,OUT013,4472.113058
FDK57,OUT035,1916.074121
FDY04,OUT019,477.3598406
NCP54,OUT046,1867.511098
FDF41,OUT013,3996.085997
FDM01,OUT045,1674.136008
FDW03,OUT045,1738.657389
FDF28,OUT045,1913.975705
FDY37,OUT017,2702.972656
FDQ03,OUT017,4035.898676
FDP51,OUT027,3274.140072
FDJ40,OUT017,1955.187591
FDC32,OUT049,1407.082954
DRI49,OUT027,2225.415626
NCW54,OUT017,827.7936106
FDF09,OUT017,667.486221
FDP45,OUT018,3514.974717
DRJ23,OUT018,2675.308521
FDS59,OUT017,2090.292746
FDY08,OUT046,2264.565092
FDX16,OUT049,2444.38946
FDY16,OUT018,2564.111344
FDK32,OUT035,2736.126951
FDQ22,OUT013,713.2182727
NCC31,OUT018,2135.224569
FDG58,OUT049,2602.756791
DRF48,OUT013,3421.438536
DRH36,OUT049,1051.055238
NCR30,OUT035,1233.381241
FDB03,OUT019,549.5677687
FDZ28,OUT027,3352.227169
FDR35,OUT017,3612.555701
DRD15,OUT027,6284.86269
FDJ33,OUT019,334.1040169
FDA56,OUT010,267.9069116
FDP56,OUT046,751.4944452
NCT30,OUT046,755.8814024
FDK15,OUT017,1434.604861
FDH44,OUT018,1977.79219
FDV01,OUT013,2224.523797
DRG03,OUT017,2340.729199
FDG50,OUT027,2304.514171
FDR16,OUT010,600.5546225
FDZ60,OUT046,1499.713089
DRG03,OUT045,2495.919774
FDS56,OUT018,3674.695735
FDU33,OUT045,750.0229848
DRD27,OUT035,1511.950946
FDW22,OUT046,3822.103928
DRA24,OUT045,2549.843346
FDF38,OUT049,731.5257695
FDX48,OUT013,2350.009747
FDS58,OUT018,2269.507422
FDC32,OUT046,1259.134306
NCQ29,OUT045,3718.148154
DRK39,OUT018,997.2764069
NCS38,OUT017,1712.515499
DRO47,OUT013,1707.813361
DRG27,OUT027,1297.165498
FDC57,OUT027,5270.694008
FDS55,OUT046,2186.484523
NCJ06,OUT018,1698.127736
FDO01,OUT019,386.8868033
NCM55,OUT045,2796.019698
FDC52,OUT049,2571.130413
FDQ15,OUT045,1165.350802
NCT30,OUT027,1361.499506
NCR42,OUT027,1079.924007
FDD28,OUT035,990.2612066
FDQ34,OUT049,1711.996597
FDZ12,OUT027,3862.758877
DRE13,OUT019,216.2195055
NCN07,OUT019,331.030127
FDM28,OUT035,3168.430587
FDI10,OUT017,3099.25436
FDQ25,OUT013,2627.502059
FDA38,OUT010,616.7781026
DRI13,OUT049,3809.208993
FDY20,OUT027,2385.837249
NCZ53,OUT035,3312.458683
NCM31,OUT013,2195.690073
DRB01,OUT017,2959.137517
DRF37,OUT046,3890.132462
NCF42,OUT049,2976.239692
FDF16,OUT018,1991.937954
FDB41,OUT013,685.5071608
FDR34,OUT013,3898.335709
FDR15,OUT018,2180.997241
NCV42,OUT019,274.3853028
FDW51,OUT035,3791.90386
FDU36,OUT017,1528.357342
FDX60,OUT049,1243.511222
FDY03,OUT035,1776.247492
FDW55,OUT045,3932.692392
FDT01,OUT010,536.4256999
FDG58,OUT013,2312.419484
FDK21,OUT017,4393.04717
NCS41,OUT019,433.4930816
FDS10,OUT045,2884.144419
NCT53,OUT046,2548.975152
FDJ28,OUT018,2612.705981
FDX44,OUT045,1229.963939
FDT20,OUT018,550.2251833
FDO44,OUT017,1637.240824
NCX17,OUT049,3824.874212
FDY01,OUT017,1961.403786
FDJ12,OUT027,5588.850809
DRK35,OUT018,601.9249168
FDD47,OUT019,442.4810372
NCM53,OUT035,1779.171269
FDO45,OUT013,1222.167504
NCM42,OUT010,236.13981
FDE04,OUT046,3180.486712
NCI30,OUT027,6351.90826
FDZ19,OUT013,3016.999923
FDW57,OUT013,2683.230919
FDA25,OUT013,1449.903456
FDT22,OUT046,905.3058973
FDP51,OUT013,1761.907749
FDD48,OUT027,3075.444349
FDY39,OUT035,3478.226392
FDO48,OUT010,613.8239288
FDD23,OUT027,4271.91406
DRN35,OUT027,1189.910215
FDT01,OUT035,3547.296279
FDC20,OUT010,124.5699736
DRJ35,OUT035,1087.32288
FDB32,OUT046,1335.820454
FDL24,OUT046,2880.044879
NCV42,OUT035,1808.450399
FDZ46,OUT046,1666.251209
FDC15,OUT013,2677.242463
FDD08,OUT019,131.9137658
FDY50,OUT049,1310.687657
FDD36,OUT013,1997.953673
FDG57,OUT027,1384.657361
FDL21,OUT018,584.1294573
FDN16,OUT027,2674.910863
FDJ09,OUT027,1314.887565
FDS01,OUT010,475.8138331
FDV33,OUT017,4700.838886
DRE12,OUT017,1659.901218
FDR07,OUT013,1554.000436
FDP48,OUT010,525.9785751
NCB55,OUT035,921.5007017
FDQ08,OUT013,832.1408063
FDR34,OUT035,4141.630731
FDO33,OUT046,1685.089267
FDP13,OUT045,738.6929588
FDX12,OUT049,4209.046685
NCT06,OUT049,2860.615225
FDR16,OUT019,685.5360704
FDE36,OUT046,2875.736072
FDZ36,OUT049,3232.811945
FDV13,OUT045,1373.610584
NCZ17,OUT035,711.8312621
FDU56,OUT045,2941.283025
FDM09,OUT035,2998.125617
FDV02,OUT017,2699.597157
FDS34,OUT018,1517.495462
FDA11,OUT049,1504.920238
FDP09,OUT017,3688.38309
FDB29,OUT027,3017.425279
FDT19,OUT017,3234.958635
DRH15,OUT017,647.3535165
FDY38,OUT046,3595.53007
FDF14,OUT027,3958.364566
FDN48,OUT010,196.4147145
FDQ12,OUT013,4067.743692
NCJ43,OUT045,2675.104707
FDE17,OUT019,437.1668463
FDB05,OUT035,4086.685158
FDH10,OUT045,3191.234636
NCR06,OUT017,699.0501003
FDU32,OUT018,1595.877894
FDD56,OUT049,2938.32852
FDO36,OUT018,2703.926421
FDH16,OUT010,201.2564923
FDX10,OUT018,569.5161633
FDZ37,OUT017,1727.576245
FDU31,OUT010,604.9932464
DRC49,OUT049,2372.743432
FDL15,OUT045,2512.238617
FDN32,OUT019,482.2393133
DRH59,OUT027,1947.95165
NCU29,OUT049,2536.016534
FDR37,OUT019,578.5617119
FDS14,OUT018,2098.055161
FDU02,OUT027,6129.681508
FDJ08,OUT035,3131.932223
NCZ06,OUT045,4078.622951
FDO31,OUT049,1243.575222
FDH31,OUT018,1270.661842
FDS58,OUT017,3020.11088
NCA53,OUT027,1361.276058
FDF50,OUT046,3176.114039
NCW42,OUT049,3766.82866
NCQ17,OUT045,2353.399769
FDK51,OUT018,3678.663697
NCW41,OUT010,397.208695
NCR29,OUT017,952.8776264
FDB08,OUT019,388.9960502
FDA40,OUT027,2269.157535
FDL14,OUT018,2272.763871
FDB47,OUT046,3245.526138
FDO03,OUT035,4074.83435
DRK13,OUT019,424.4265814
FDX13,OUT010,676.7177308
FDF52,OUT046,2874.675818
FDT11,OUT013,2931.856836
FDB08,OUT013,2867.744816
FDQ28,OUT018,2190.084825
FDD29,OUT045,3798.652668
NCQ29,OUT027,6121.812205
NCO02,OUT013,1002.860526
FDR56,OUT010,440.0231777
NCM54,OUT049,2016.195326
FDP51,OUT035,1844.232567
FDT38,OUT013,1355.464197
FDZ20,OUT018,3451.510955
FDJ53,OUT013,1940.873857
FDX13,OUT049,4141.790923
FDP58,OUT035,3563.114978
NCK31,OUT019,164.4436906
FDA35,OUT018,1623.442453
FDV37,OUT018,2784.189853
NCO07,OUT027,5217.858803
FDA20,OUT045,2814.155448
FDZ59,OUT035,2965.44403
NCY17,OUT017,847.5236451
FDQ28,OUT035,2706.336412
FDV35,OUT017,2513.95195
FDQ36,OUT013,617.9437479
FDD34,OUT018,2255.251453
FDK51,OUT045,4145.919195
FDV31,OUT035,2805.790344
FDR04,OUT035,1593.37935
FDR14,OUT049,869.1407845
DRC36,OUT010,418.4226352
FDE39,OUT019,291.4128245
FDP57,OUT049,1636.434455
FDE57,OUT046,2237.074301
NCN18,OUT046,1558.615264
NCQ05,OUT018,2051.539194
FDW47,OUT035,2102.720193
FDV46,OUT035,2380.843391
NCP29,OUT045,971.3510516
FDE09,OUT018,1425.650368
NCU06,OUT027,6000.109693
FDT19,OUT010,426.7973013
DRF15,OUT017,2373.364912
DRI51,OUT013,3110.013125
NCX54,OUT013,1685.535842
DRE01,OUT013,4138.234476
NCB07,OUT045,3302.303158
FDU50,OUT035,1973.482266
FDG40,OUT035,658.9761906
FDW10,OUT018,2540.362038
FDX51,OUT013,3288.965689
NCP17,OUT045,975.8437355
FDP21,OUT035,3483.323128
FDL04,OUT045,1682.802972
FDV23,OUT013,1827.378229
FDF24,OUT046,1279.74131
FDH56,OUT027,3064.681083
FDB51,OUT049,918.6784662
FDI58,OUT027,2503.884889
FDR20,OUT013,671.6433408
FDC51,OUT018,1591.864814
FDB16,OUT027,2287.516267
FDE40,OUT049,884.8103594
NCM17,OUT035,798.2832192
FDU56,OUT035,3265.95735
FDS32,OUT019,378.7529552
FDX02,OUT049,3905.75935
FDT39,OUT027,4241.481347
FDE35,OUT017,1247.193198
NCI42,OUT019,532.6800627
DRL23,OUT046,1755.980533
FDA10,OUT046,1691.441383
FDA11,OUT013,1534.644241
NCM06,OUT046,2364.956854
NCT05,OUT035,4335.375355
NCQ02,OUT010,473.9978233
NCY06,OUT049,2126.179822
FDY56,OUT035,3861.846491
FDL02,OUT035,1767.036809
NCI06,OUT035,3026.880256
FDQ14,OUT045,2229.131619
FDQ12,OUT017,3908.884118
FDP36,OUT046,884.4561788
FDK21,OUT027,6343.265755
FDO40,OUT045,2326.758942
NCK54,OUT019,294.7320659
FDY09,OUT018,2464.647348
NCW30,OUT049,4421.28384
NCC55,OUT027,1119.137308
FDE58,OUT018,1698.546094
FDR39,OUT013,3269.546022
FDU28,OUT049,3193.666074
FDH08,OUT017,3924.781726
FDG35,OUT045,2974.361842
FDG22,OUT049,655.2370743
FDC34,OUT035,2796.039626
FDP15,OUT018,3671.003559
FDK34,OUT010,609.9500578
FDU45,OUT035,2000.410557
FDQ04,OUT027,1230.801128
FDX22,OUT018,3005.338673
FDB45,OUT017,1561.838376
NCH43,OUT027,5750.42706
DRE60,OUT046,3092.29641
FDD17,OUT027,5999.800854
NCM54,OUT017,2020.503914
NCH55,OUT013,2166.3495
NCT06,OUT017,2788.653589
FDA48,OUT027,5748.605591
FDY58,OUT027,5897.783464
FDO25,OUT045,3053.230232
FDN50,OUT045,1490.428457
FDH35,OUT035,2860.22
FDK09,OUT045,3492.001152
FDO16,OUT013,1319.004437
FDW11,OUT045,1042.301072
FDU47,OUT027,3401.431558
NCQ42,OUT010,276.7441631
FDK55,OUT027,2318.889661
FDN08,OUT049,1898.190406
FDT57,OUT045,3675.26034
FDJ12,OUT018,2936.561045
DRL59,OUT017,949.7516895
NCN53,OUT046,706.7501795
FDO51,OUT010,123.0630879
FDK56,OUT017,2874.215661
FDY12,OUT035,855.4710895
FDU15,OUT035,627.4318631
FDQ19,OUT046,4234.751131
DRF15,OUT045,2516.843024
DRE25,OUT019,225.0637917
FDK57,OUT018,1591.872383
FDD33,OUT010,530.7906233
FDR34,OUT027,5919.820347
FDU04,OUT045,1896.747973
FDE35,OUT019,211.9990121
NCD31,OUT035,2847.267176
FDJ56,OUT035,1547.095535
NCU53,OUT046,2522.550283
FDD39,OUT035,3753.038518
NCU17,OUT019,245.9443592
FDJ20,OUT046,1774.721459
NCW41,OUT018,2224.908582
FDL52,OUT035,762.9194669
FDS39,OUT035,2328.315824
DRJ47,OUT045,2705.671019
FDP13,OUT010,127.414652
DRK39,OUT010,159.6124228
FDF28,OUT010,298.1569713
FDB09,OUT045,2010.034277
FDM51,OUT046,1652.695144
DRM49,OUT018,664.8269571
DRF23,OUT013,2764.73937
DRH01,OUT035,3043.688342
FDH12,OUT027,2841.205844
FDA28,OUT019,357.1532026
FDW37,OUT018,1282.991987
FDF02,OUT046,1631.524792
DRL37,OUT046,633.3969999
NCF43,OUT046,2203.012027
FDH08,OUT010,599.6055296
FDR34,OUT019,729.9682501
NCK19,OUT049,3297.92828
NCD55,OUT018,590.3758018
FDT27,OUT049,4005.380416
FDQ57,OUT045,2272.760495
FDA47,OUT035,2780.200129
DRG15,OUT027,1724.863949
FDE05,OUT018,2019.011572
FDN46,OUT046,1758.115412
FDX27,OUT027,2472.67064
FDT51,OUT045,1642.149161
FDU33,OUT013,706.9578975
FDJ16,OUT027,1638.201984
FDD20,OUT019,300.7272343
FDT36,OUT049,667.1876614
DRF15,OUT027,4266.436526
FDN52,OUT010,199.3323971
FDC22,OUT027,5083.136756
FDX15,OUT045,2510.687883
FDT13,OUT013,3103.6245
FDU04,OUT017,2105.755287
FDU31,OUT019,646.3168494
FDW59,OUT027,2184.315374
NCO29,OUT046,2711.810046
FDL15,OUT035,2558.747506
FDI41,OUT049,2406.506634
FDQ48,OUT049,1503.146423
DRI39,OUT013,934.2552254
FDI08,OUT013,4242.574158
FDC21,OUT049,1710.648063
FDF58,OUT035,1015.677727
FDS08,OUT010,405.5972087
FDE47,OUT045,1927.829263
NCP18,OUT019,374.3864902
NCR41,OUT013,1518.687272
FDA27,OUT013,4462.689808
FDA43,OUT035,3212.845316
FDA49,OUT045,1430.01036
NCE55,OUT018,2504.873447
DRM49,OUT027,1361.276298
FDF22,OUT027,5604.462434
FDQ15,OUT018,1057.058244
NCS54,OUT017,3070.935888
NCY05,OUT013,696.6045222
FDR45,OUT046,3853.362213
FDK57,OUT049,2007.566026
FDF41,OUT010,582.8096391
FDV21,OUT046,2085.225666
FDD51,OUT046,626.5816012
FDF33,OUT046,1756.669572
FDA38,OUT046,3707.429506
FDR56,OUT045,3063.65894
NCN41,OUT017,2093.684743
FDC60,OUT027,2348.592658
FDB47,OUT045,3152.62164
DRH01,OUT013,3113.261344
FDW08,OUT046,1411.959564
FDF38,OUT027,1141.342176
FDY32,OUT017,2452.36367
FDG34,OUT049,1742.935603
FDG47,OUT019,637.9849839
NCF18,OUT035,3439.983826
FDL39,OUT019,453.7978898
NCH55,OUT035,2056.517845
DRJ35,OUT049,1001.245093
FDS44,OUT035,3896.995652
DRE01,OUT018,3375.799725
FDY39,OUT013,3103.356713
FDY32,OUT018,2316.478346
FDR33,OUT027,2915.508157
NCP50,OUT049,1279.124996
FDZ47,OUT018,1359.832631
FDU57,OUT049,2593.22693
FDY44,OUT013,3209.589204
DRH59,OUT018,999.4175332
FDB03,OUT027,6385.287125
FDY46,OUT045,2981.56291
FDM39,OUT045,2639.731317
FDY36,OUT035,1192.22901
NCM55,OUT035,3123.322951
FDJ50,OUT010,145.2530977
DRL60,OUT013,2653.557627
NCJ54,OUT049,3964.429814
FDX59,OUT017,747.5613866
FDI07,OUT013,3396.752473
DRF51,OUT010,99.30536579
FDM14,OUT017,1983.285101
FDP21,OUT045,3107.970572
FDE40,OUT035,959.9170428
FDE05,OUT035,2688.012243
FDM13,OUT027,3525.847598
FDC34,OUT027,4258.816497
NCI55,OUT018,1640.66932
NCE43,OUT018,2523.209326
FDW58,OUT018,1354.786839
FDG60,OUT045,3803.17054
FDV31,OUT017,2731.160823
FDR47,OUT013,3033.325517
FDM60,OUT019,139.7466288
NCF06,OUT018,3471.792113
NCN26,OUT027,3112.436786
FDQ59,OUT049,1390.823654
FDF09,OUT046,649.2531211
NCS06,OUT017,4607.109852
FDT44,OUT046,1650.646838
FDI19,OUT017,4008.181471
FDT22,OUT017,910.5087239
NCF54,OUT027,4681.809957
DRG25,OUT045,2916.34696
FDB59,OUT017,3530.433516
FDQ37,OUT017,3248.450643
FDP56,OUT035,764.1442489
FDW44,OUT035,3101.565796
FDJ26,OUT010,576.7273338
FDU43,OUT018,3284.431363
FDW33,OUT045,1575.592781
NCX53,OUT027,3776.263214
FDN56,OUT010,366.199561
DRF15,OUT049,2526.153801
FDO33,OUT017,1807.787267
FDZ39,OUT010,216.5777433
NCJ19,OUT017,1013.942698
FDU01,OUT035,3486.226345
FDT12,OUT035,4023.647218
NCM18,OUT018,870.9285598
FDP19,OUT017,1986.353794
NCR42,OUT049,641.8614505
FDN10,OUT046,1890.171844
FDG44,OUT017,795.2235854
FDQ10,OUT046,2796.351594
DRH13,OUT049,1626.578926
FDT52,OUT013,4095.032172
FDM56,OUT045,1744.928479
NCO43,OUT010,255.0053863
NCV29,OUT035,3184.511448
NCF06,OUT013,4779.745088
FDO50,OUT035,1550.928046
FDT59,OUT013,3934.052632
FDX40,OUT027,1185.965636
FDE50,OUT017,3600.957608
FDX51,OUT017,3592.359363
NCD30,OUT018,1344.210265
FDK15,OUT013,1622.750765
FDL12,OUT045,986.4959291
FDK46,OUT017,4358.55212
DRH49,OUT010,154.7673053
FDQ57,OUT046,2352.98394
FDY59,OUT017,1476.135821
FDO09,OUT018,3477.785688
NCG30,OUT035,2162.88891
FDM09,OUT017,2995.561763
NCN17,OUT027,2636.484929
NCS42,OUT013,1431.724871
FDD02,OUT019,285.8706436
FDE34,OUT013,3033.840256
FDU38,OUT045,3070.362025
FDB33,OUT046,2515.266067
NCJ29,OUT017,1461.233994
FDZ27,OUT035,718.4791999
FDI40,OUT013,1381.648986
FDG22,OUT013,598.3735668
FDT51,OUT017,1823.915429
FDF20,OUT018,2790.771305
FDV50,OUT035,1962.401352
FDT02,OUT049,627.1961188
DRC49,OUT017,2200.317227
FDF26,OUT049,2644.043999
FDV52,OUT035,2060.674528
FDX59,OUT049,740.5708822
FDV25,OUT035,3808.589054
FDW23,OUT027,1201.309487
FDE53,OUT018,1445.08398
FDA19,OUT017,2030.032862
FDH22,OUT046,1825.76473
NCO41,OUT013,1524.689356
FDX12,OUT017,4316.838061
FDF17,OUT013,3411.27687
FDS11,OUT045,3592.019996
FDR51,OUT035,2533.972192
FDT49,OUT010,248.3716629
FDC56,OUT013,1957.781838
FDR13,OUT027,2866.442947
FDQ60,OUT035,2046.895137
FDN38,OUT049,4160.188124
NCL29,OUT013,2466.452913
FDO13,OUT027,4346.366756
FDE26,OUT018,1907.256956
FDA31,OUT010,357.0425237
FDX14,OUT035,1140.616762
FDA34,OUT045,2758.190827
FDF26,OUT013,2283.225879
FDE38,OUT045,2622.460084
DRI11,OUT046,1834.936552
FDQ60,OUT027,3213.648654
FDL21,OUT027,1176.046015
DRC12,OUT027,5335.77692
FDC47,OUT046,3347.319916
FDE57,OUT045,2126.325442
FDT14,OUT045,1870.039427
NCZ53,OUT046,3002.969857
FDE28,OUT018,3090.360031
FDR19,OUT035,2525.973548
